source,wiki_sanity_source,target,wiki_sanity_target
Cardiomegaly,35798,Cardiom%C3%A9galie,0
Cardiac tamponade,31437,Tamponnade_cardiaque,0
Electrocardiography,77581,%C3%89lectrocardiographie,0
Blood pressure,51115,Pression_art%C3%A9rielle,0
Percutaneous coronary intervention,36005,Angioplastie_coronaire,0
Sacubitril/valsartan,31571,valsartan,0
Daunorubicin,26302,Daunorubicine,0
Pericardium,27472,P%C3%A9ricarde,0
Syphilis,67337,Syphilis,0
Sodium chloride,46975,Chlorure_de_sodium,0
Medical specialty,51374,Sp%C3%A9cialit%C3%A9_m%C3%A9dicale,0
Heart murmur,37814,Souffle_cardiaque,0
Premature ventricular contraction,42620,Extrasystole_ventriculaire,0
SGLT2 inhibitor,36027,Gliflozine,0
Stem-cell therapy,54826,Cellule_souche_(m%C3%A9decine),0
Angiography,33144,Angiographie,0
Percussion (medicine),18432,Percussion_(m%C3%A9decine),0
Willem Einthoven,28360,Willem_Einthoven,0
Myosin,36952,Myosine,0
Framingham Heart Study,28008,%C3%89tude_de_Framingham,0
Amyloidosis,45143,Amylose_(maladie),0
Cocaine,140332,Coca%C3%AFne,0
Supraventricular tachycardia,35580,Tachycardie_supraventriculaire,0
Diuretic,31200,Diur%C3%A9tique,0
Chest radiograph,32602,Radiographie_du_thorax,0
Bloodletting,36193,Saign%C3%A9e_(m%C3%A9decine),0
Arrhythmogenic cardiomyopathy,51172,Dysplasie_ventriculaire_droite_arythmog%C3%A8ne,0
International Classification of Diseases,42655,Classification_internationale_des_maladies,0
Patient UK,17806,Patient_UK,0
Thiazolidinedione,26745,Thiazolidinedione,0
Salbutamol,41845,Salbutamol,0
Respiratory failure,23962,Insuffisance_respiratoire,0
Jugular venous pressure,27400,Pression_veineuse_jugulaire,0
Medical history,27625,Anamn%C3%A8se_(m%C3%A9decine),0
Therapy,40822,Traitement_(m%C3%A9decine),0
Diltiazem,33797,Diltiazem,0
Variant angina,36050,Angor_de_Prinzmetal,0
Gossypol,17619,Gossypol,0
Circulatory system,100933,Syst%C3%A8me_circulatoire,0
Shortness of breath,38306,Dyspn%C3%A9e,0
Cobalt,70043,Cobalt,0
Aortic stenosis,48768,St%C3%A9nose_aortique,0
Cardiac arrest,72220,Arr%C3%AAt_cardiorespiratoire,0
Johns Hopkins University,77788,Universit%C3%A9_Johns-Hopkins,0
Heart transplantation,31141,Transplantation_cardiaque,0
Ventricle (heart),30840,Ventricule_cardiaque,0
Alcoholism,86000,Alcoolisme,0
Pulmonary circulation,68101,Circulation_pulmonaire,0
X-ray,84986,Rayon_X,0
Christiaan Barnard,50863,Christiaan_Barnard,0
Beta blocker,54443,B%C3%AAta-bloquant,0
Mechanical ventilation,49326,Ventilation_m%C3%A9canique_en_m%C3%A9decine,0
Sodium,57061,Sodium,0
Multiple myeloma,65260,My%C3%A9lome,0
Alcoholic drink,58545,Boisson_alcoolis%C3%A9e,0
Orthopnea,18311,Orthopn%C3%A9e,0
Dilated cardiomyopathy,38222,Cardiomyopathie_dilat%C3%A9e,0
René Laennec,28581,Ren%C3%A9_Laennec,0
Cirrhosis,71932,Cirrhose,0
Cardiomegaly,35548,Cardiom%C3%A9galie,0
Ventricle (heart),30826,Ventricule_cardiaque,0
Histopathology,26611,Histopathologie,0
Short QT syndrome,30027,Syndrome_du_QT_court,0
Wolff–Parkinson–White syndrome,36443,Syndrome_de_Wolff-Parkinson-White,0
Sensitivity and specificity,47044,Sensibilit%C3%A9_et_sp%C3%A9cificit%C3%A9,0
Jugular venous pressure,27583,Pression_veineuse_jugulaire,0
Renin–angiotensin system,30100,Syst%C3%A8me_r%C3%A9nine-angiotensine-aldost%C3%A9rone,0
Tachypnea,17903,Tachypn%C3%A9e,0
Hippocrates,63449,Hippocrate,0
Acute coronary syndrome,40686,Syndrome_coronarien_aigu,0
Right ventricular hypertrophy,26738,Hypertrophie_ventriculaire_droite,0
Ischemia,30397,Isch%C3%A9mie,0
Endocarditis,23820,Endocardite,0
Tricyclic antidepressant,95885,Antid%C3%A9presseur_tricyclique,0
Heart block,24024,Trouble_de_la_conduction_cardiaque,0
Hyperthyroidism,51602,Hyperthyro%C3%AFdie,0
Antihypertensive drug,40965,Antihypertenseur,0
Diastole,25297,Diastole,0
Mitral valve prolapse,40513,Prolapsus_mitral,0
COX-2 inhibitor,43797,Coxib,0
Beta blocker,54571,B%C3%AAta-bloquant,0
Spironolactone,116113,Spironolactone,0
Blood vessel,35112,Vaisseau_sanguin,0
Cardiac arrest,72052,Arr%C3%AAt_cardiorespiratoire,0
List of chemotherapeutic agents,19672,Agent_chimioth%C3%A9rapeutique,0
Cough,35983,Toux,0
Furosemide,49800,Furos%C3%A9mide,0
Cardiac resynchronization therapy,23626,Resynchronisation_cardiaque,0
TNF inhibitor,27726,Inhibiteur_du_TNF,0
Mitral valve,27624,Valve_mitrale,0
Potassium-sparing diuretic,20213,Diur%C3%A9tique_%C3%A9pargneur_de_potassium,0
Sinoatrial block,21178,Bloc_sino-atrial,0
Wilhelm Röntgen,40875,Wilhelm_R%C3%B6ntgen,0
Constrictive pericarditis,21630,P%C3%A9ricardite_constrictive,0
Weight loss,39910,Amaigrissement,0
Ketamine,122083,K%C3%A9tamine,0
Fatigue,34144,Fatigue_(physiologie),0
Stroke volume,19862,Volume_d%27%C3%A9jection_systolique,0
Anasarca,18298,Anasarque,0
Human body weight,36319,Masse_corporelle_(anthropom%C3%A9trie),0
Rheumatic fever,44055,Rhumatisme_articulaire_aigu,0
Fibrosis,19921,Fibrose,0
National Institute for Health and Care Excellence,46850,National_Institute_for_Health_and_Care_Excellence,0
Cannula,21766,Canule,0
Trastuzumab,57717,Trastuzumab,0
Arrhythmia,47189,Trouble_du_rythme_cardiaque,0
Heart failure,93549,Insuffisance_cardiaque_chez_l%27humain,0
VO2 max,23945,Consommation_maximale_d%27oxyg%C3%A8ne,0
Cyanosis,25098,Cyanose,0
Behaviour therapy,60153,B%C3%A9haviorisme,0
Asian people,29288,Asiatique_(humain),0
Medication,64868,M%C3%A9dicament,0
Acute respiratory distress syndrome,48323,Syndrome_de_d%C3%A9tresse_respiratoire_aigu%C3%AB,0
Inotrope,18318,Inotropisme,0
Intracranial hemorrhage,41379,H%C3%A9morragie_c%C3%A9r%C3%A9brale,0
Spontaneous coronary artery dissection,29240,Dissection_de_l%27art%C3%A8re_coronaire,0
Ventricular natriuretic peptide,32231,Peptide_c%C3%A9r%C3%A9bral_natriur%C3%A9tique,0
Ectopic pacemaker,20346,Foyer_ectopique,0
MedlinePlus,19544,MedlinePlus,0
Diabetes,66650,Diab%C3%A8te_sucr%C3%A9,0
Avicenna,125570,Avicenne,0
Lead,147181,Plomb,0
Jean-Baptiste de Sénac,15444,Jean-Baptiste_S%C3%A9nac,0
Aphrodisiac,30142,Aphrodisiaque,0
Philosophy of physics,51042,Philosophie_de_la_physique,0
Christian views on alcohol,76858,Point_de_vue_du_christianisme_sur_l%27alcool,0
Spinal nerve,28966,Nerf_spinal,0
Surgical nursing,31554,Infirmier_de_bloc_op%C3%A9ratoire,0
Taxifolin,29242,Taxifoline,0
Emerging infectious disease,42391,Maladie_infectieuse_%C3%A9mergente,0
Improved water source,12983,Source_d%27eau_am%C3%A9lior%C3%A9e,0
Andrology,24032,Andrologie,0
Helium,88598,H%C3%A9lium,0
"William Thomson, 1st Baron Kelvin",96693,William_Thomson_(Lord_Kelvin),0
Electroactive polymer,34842,Polym%C3%A8re_%C3%A9lectroactif,0
Algorithmic composition,25726,Musique_algorithmique,0
Giordano Bruno,80508,Giordano_Bruno,0
Sodium perchlorate,20324,Perchlorate_de_sodium,0
Idiopathic disease,13035,Idiopathique,0
Parvin E'tesami,31689,Parvin_E%27tesami,0
Feminization (biology),18511,F%C3%A9minisation_(biologie),0
Dextroamphetamine,90041,Dextroamph%C3%A9tamine,0
Tinea cruris,25689,Intertrigo_inguinal,0
Ryukyuan people,84280,Ryukyuans,0
Geisha,93472,Geisha,0
Times Higher Education World University Rankings,42623,Times_Higher_Education_World_University_Rankings,0
Bilirubin,41862,Bilirubine,0
Aleister Crowley,129490,Aleister_Crowley,0
United States Department of Agriculture,65657,D%C3%A9partement_de_l%27Agriculture_des_%C3%89tats-Unis,0
Mitochondrion,90177,Mitochondrie,0
Arteritis,24170,Art%C3%A9rite,0
Mitral stenosis,36531,R%C3%A9tr%C3%A9cissement_mitral,0
Nickel titanium,39700,Nitinol,0
Iron(II) sulfate,33579,Sulfate_de_fer(II),0
Surya,63141,S%C5%ABrya,0
Independent living,37283,Vie_autonome,0
Neuroblastoma,42391,Neuroblastome,0
Chlorine dioxide,41376,Dioxyde_de_chlore,0
Interventional radiology,87470,Radiologie_interventionnelle,0
Ketorolac,41269,K%C3%A9torolac,0
Solution (chemistry),68617,Solution_(chimie),0
Screwdriver (cocktail),15126,Screwdriver,0
Food pyramid (nutrition),31445,Pyramide_alimentaire,0
Secretoneurin,14259,Secr%C3%A9toneurine,0
Monocyte,28514,Monocyte,0
Maturity-onset diabetes of the young,31879,Diab%C3%A8te_de_type_MODY,0
Inonotus obliquus,20839,Inonotus_obliquus,0
Laparotomy,23559,Laparotomie,0
Tubulin,32465,Tubuline,0
Sever's disease,21185,Maladie_de_Sever,0
Leaning Tower of Pisa,33813,Tour_de_Pise,0
Motivational interviewing,55412,Entretien_motivationnel,0
Cranial nerves,51867,Nerf_cr%C3%A2nien,0
Zanthoxylum piperitum,30696,Zanthoxylum_piperitum,0
Erythrasma,24820,%C3%89rythrasma,0
4-Acetoxy-DiPT,27149,4-AcO-DiPT,0
Sadeq Chubak,30312,Sadegh_Tchoubak,0
The Myth of the Twentieth Century,47068,Le_Mythe_du_vingti%C3%A8me_si%C3%A8cle,0
John Lethbridge,53633,John_Lethbridge,0
Henry V (play),44779,Henri_V_(Shakespeare),0
Cerebrum,32112,T%C3%A9lenc%C3%A9phale,0
CT scan,78147,Tomodensitom%C3%A9trie,0
Leaf,106983,Feuille,0
Intensive care medicine,42376,M%C3%A9decine_de_soins_critiques,0
Fluorouracil,32861,Fluorouracile,0
Reptile,91694,Reptile,0
Aminoacyl tRNA synthetase,35937,Aminoacyl-ARNt_synth%C3%A9tase,0
Robert Coleman Richardson,23395,Robert_Coleman_Richardson,0
Vector calculus,43586,Analyse_vectorielle,0
Assortative mating,32720,Accouplement_assortatif,0
Hemocyanin,28227,H%C3%A9mocyanine,0
Inorganic compound,15179,Compos%C3%A9_inorganique,0
"University of California, Santa Cruz",66805,Universit%C3%A9_de_Californie_%C3%A0_Santa_Cruz,0
Nuclear weapons delivery,38891,Vecteur_nucl%C3%A9aire,0
Recursion,42121,R%C3%A9cursivit%C3%A9,0
IARC group 2B,24276,Liste_des_canc%C3%A9rog%C3%A8nes_du_groupe_2B_du_CIRC,0
Padua,78467,Padoue,0
Scleroderma,40055,Scl%C3%A9rodermie,0
Köhler's Medicinal Plants,18668,Plantes_m%C3%A9dicinales_de_K%C3%B6hler,0
DDT,96095,Dichlorodiph%C3%A9nyltrichloro%C3%A9thane,0
Polar ice cap,18317,Calotte_polaire,0
Slag,37018,Scorie_(m%C3%A9tallurgie),0
7th millennium BC,22009,VIIe_mill%C3%A9naire_av._J.-C.,0
Memantine,72640,M%C3%A9mantine,0
University of Virginia,127295,Universit%C3%A9_de_Virginie,0
Areca nut,47519,Noix_d%27arec,0
Vladimir Demikhov,27706,Vladimir_Demikhov,0
Melanocyte,25210,M%C3%A9lanocyte,0
Hereditary haemochromatosis,45643,H%C3%A9mochromatose_de_type_1,0
Michael Servetus,74872,Michel_Servet,0
Platinum-based antineoplastic,19129,Sel_de_platine,0
Paul Offit,38300,Paul_Offit,0
Isocyanic acid,25889,Acide_isocyanique,0
Vincent Péricard,23735,Vincent_P%C3%A9ricard,0
Yorkshire,113396,Yorkshire,0
Renin–angiotensin system,29906,Syst%C3%A8me_r%C3%A9nine-angiotensine-aldost%C3%A9rone,0
Androstenediol,50107,5-Androst%C3%A8nediol,0
Pest control,47486,Lutte_contre_les_ravageurs,0
Carp,38611,Carpe_(poisson),0
Nazi archaeology,48406,Arch%C3%A9ologie_durant_le_Troisi%C3%A8me_Reich,0
Testicular artery,20592,Art%C3%A8re_testiculaire,0
Multidimensional Poverty Index,32004,Indice_de_la_pauvret%C3%A9_multidimensionnelle,0
Expanded access,22941,Autorisation_temporaire_d%27utilisation,0
Gynaecology,41872,Gyn%C3%A9cologie,0
Nutrient cycle,50094,Cycle_des_nutriments,0
Azelaic acid,30634,Acide_az%C3%A9la%C3%AFque,0
Karnaugh map,35852,Table_de_Karnaugh,0
Vishvakarma,37022,Vishvakarma,0
Opium production in Afghanistan,70284,Narco-%C3%A9conomie_en_Afghanistan,0
Sponge,94093,Porifera,0
Physiology,47628,Physiologie,0
Sodium nitrite,42101,Nitrite_de_sodium,0
Avocado,60186,Avocatier,0
Atherectomy,16524,Ath%C3%A9rectomie,0
Karl Landsteiner,33395,Karl_Landsteiner,0
Truth,101423,V%C3%A9rit%C3%A9,0
Plakoglobin,34861,Plakoglobine,0
Ethinylestradiol,96618,%C3%89thinylestradiol,0
Pedanius Dioscorides,35270,Dioscoride,0
McClure's,16550,McClure%27s_Magazine,0
Cephalic vein,16350,Veine_c%C3%A9phalique,0
Interleukin-1 family,44873,Interleukine_1,0
Oxipurinol,18755,Oxypurinol,0
Vindesine,20113,Vind%C3%A9sine,0
Kainate receptor,25178,R%C3%A9cepteur_ka%C3%AFnate,0
Gland,23025,Glande,0
Docetaxel,50412,Doc%C3%A9taxel,0
Internal medicine,34800,M%C3%A9decine_interne,0
Red,86849,Rouge,0
Deicing,20570,D%C3%A9givrage_(a%C3%A9ronautique),0
Catecholamine,30280,Cat%C3%A9cholamine,0
Folinic acid,25544,Acide_folinique,0
Child and adolescent psychiatry,42704,P%C3%A9dopsychiatrie,0
Valmiki,30006,V%C3%A2lm%C3%AEki,0
